district,N,P,K,OC,pH,EC,S,Fe,Zn,Cu,B,Mn,temperature,humidity,crop,Soil_Type,Yield_tons_per_hectare
Cuddalore,5,11,2,0,6.93,0,68,93,96,95,100,100,28,71,Maize,Clay,1.25
Cuddalore,8,1,3,0,7.44,0,68,100,91,85,89,88,27,49,Sugarcane,Sandy,25.21
Cuddalore,0,0,2,8,6.63,3,62,88,93,95,100,100,30,77,Millet,Red Soil,0.62
Cuddalore,0,10,9,11,8.45,15,58,84,100,100,92,93,31,51,Guava,Black Soil,3.59
Cuddalore,3,11,15,0,7.73,10,57,98,100,97,86,91,24,57,Coconut,Alluvial Soil,2.11
Cuddalore,10,10,8,0,6.54,12,62,92,100,99,90,96,33,61,Millet,Laterite Soil,0.7
Cuddalore,9,6,11,0,6.95,2,65,99,93,91,85,96,24,56,Mango,Peaty Soil,3.53
Cuddalore,8,11,0,0,7.44,12,52,86,100,90,90,97,31,47,Mango,Loamy,3.39
Cuddalore,0,11,0,0,8.42,0,53,95,100,86,100,91,30,46,Sugarcane,Clay,19.94
Cuddalore,1,4,2,0,7.92,10,50,92,100,94,88,85,33,79,Maize,Sandy,1.01
Cuddalore,7,15,12,1,6.81,0,60,94,100,100,86,91,34,52,Sugarcane,Red Soil,23.13
Cuddalore,15,15,15,0,7.52,10,56,93,86,97,84,94,31,70,Sugarcane,Black Soil,26.81
Cuddalore,0,7,0,0,6.59,15,62,100,100,94,88,100,28,70,Sugarcane,Alluvial Soil,26.36
Cuddalore,0,5,4,13,6.98,15,62,84,100,97,100,86,26,56,Mango,Laterite Soil,3.37
Cuddalore,2,12,0,0,7.23,5,57,86,92,88,93,99,32,76,Guava,Peaty Soil,4.26
Cuddalore,0,0,13,3,6.53,2,59,91,91,100,98,87,26,47,Mango,Loamy,3.0
Cuddalore,0,15,8,5,8.28,0,62,97,95,85,91,100,26,70,Sugarcane,Clay,20.3
Cuddalore,0,9,0,0,7.91,0,67,100,86,99,86,86,25,49,Millet,Sandy,0.52
Cuddalore,1,10,6,1,8.42,10,59,84,84,93,91,97,29,78,Guava,Red Soil,3.66
Cuddalore,6,11,0,9,7.44,0,70,91,88,91,90,100,25,79,Coconut,Black Soil,1.8
Cuddalore,8,12,8,2,6.85,14,68,93,87,87,94,99,26,54,Millet,Alluvial Soil,0.69
Cuddalore,0,3,2,0,7.9,2,60,84,96,100,92,100,24,47,Millet,Laterite Soil,0.5
Cuddalore,0,0,9,14,7.12,14,64,92,89,100,84,84,27,45,Rice,Peaty Soil,1.82
Cuddalore,0,0,14,15,7.31,15,60,91,87,88,97,99,25,60,Guava,Loamy,4.21
Cuddalore,13,12,0,9,7.82,9,57,89,86,91,100,100,29,72,Sugarcane,Clay,25.0
Cuddalore,8,15,6,10,6.72,10,61,99,88,98,98,91,25,77,Coconut,Sandy,1.77
Cuddalore,8,3,1,6,6.96,1,53,94,89,92,97,95,33,66,Maize,Red Soil,1.25
Cuddalore,14,9,8,13,7.24,8,56,86,86,89,87,100,26,72,Groundnut,Black Soil,0.5
Cuddalore,0,1,2,7,8.37,8,63,90,92,89,89,100,31,78,Mango,Alluvial Soil,2.51
Cuddalore,6,11,4,2,7.66,9,67,100,89,95,100,93,28,68,Groundnut,Laterite Soil,0.5
Cuddalore,0,1,0,0,7.04,12,50,84,100,87,100,88,33,59,Rice,Peaty Soil,1.98
Cuddalore,12,13,0,0,7.17,15,64,91,93,85,91,100,35,58,Mango,Loamy,3.27
Cuddalore,0,15,3,15,8.38,3,56,87,85,92,87,86,32,57,Groundnut,Clay,0.51
Cuddalore,0,9,7,15,8.21,6,60,100,100,90,100,100,28,70,Millet,Sandy,0.59
Cuddalore,0,12,0,6,8.15,14,67,100,88,93,91,86,24,51,Maize,Red Soil,1.14
Cuddalore,15,9,2,11,6.68,0,57,87,88,100,98,95,31,68,Millet,Black Soil,0.61
Cuddalore,11,10,0,4,6.99,3,50,88,88,85,96,98,24,73,Maize,Alluvial Soil,1.08
Cuddalore,9,2,12,15,7.51,0,67,94,93,100,84,100,32,63,Millet,Laterite Soil,0.7
Cuddalore,3,7,3,0,8.1,10,59,93,91,86,100,88,26,63,Sugarcane,Peaty Soil,21.93
Cuddalore,0,0,15,0,8.44,12,51,92,93,85,89,89,29,58,Coconut,Loamy,2.0
Cuddalore,5,12,7,6,7.57,0,51,96,95,93,100,100,24,51,Sugarcane,Clay,23.18
Cuddalore,12,9,12,13,7.61,10,62,95,93,94,84,95,28,47,Coconut,Sandy,1.98
Cuddalore,7,6,3,14,7.89,1,52,87,90,100,90,100,35,69,Guava,Red Soil,3.47
Cuddalore,1,2,0,0,6.68,0,60,93,90,100,100,100,35,72,Groundnut,Black Soil,0.5
Cuddalore,9,0,9,2,6.71,0,69,100,93,92,92,94,31,78,Coconut,Alluvial Soil,1.77
Cuddalore,10,0,1,12,7.73,0,65,93,100,96,100,94,32,71,Guava,Laterite Soil,4.13
Cuddalore,0,10,3,2,7.74,0,60,93,84,89,91,85,30,62,Millet,Peaty Soil,0.74
Cuddalore,14,7,0,0,6.54,0,69,94,100,88,100,94,32,54,Maize,Loamy,1.4
Cuddalore,6,6,15,4,7.65,14,62,84,92,93,87,100,30,59,Sugarcane,Clay,29.58
Cuddalore,0,12,0,14,6.55,8,68,100,95,84,96,99,33,69,Maize,Sandy,1.28
Cuddalore,3,0,0,2,8.49,1,69,100,94,84,91,98,28,80,Coconut,Red Soil,1.74
Cuddalore,8,2,10,0,7.84,0,62,86,100,95,97,94,31,53,Rice,Black Soil,1.94
Cuddalore,13,0,9,3,7.42,6,58,88,97,89,100,88,30,64,Sugarcane,Alluvial Soil,27.64
Cuddalore,0,4,10,5,7.98,14,65,97,89,99,84,100,26,71,Groundnut,Laterite Soil,0.5
Cuddalore,14,13,0,5,7.27,0,70,92,94,97,90,93,33,56,Mango,Peaty Soil,3.25
Dharmapuri,100,100,100,100,8.44,92,40,61,56,56,55,62,28,79,Guava,Loamy,9.99
Dharmapuri,91,92,100,95,6.78,91,30,55,61,58,71,65,28,70,Rice,Clay,5.63
Dharmapuri,100,95,89,100,6.8,97,29,56,68,69,55,57,26,72,Rice,Sandy,5.37
Dharmapuri,91,96,100,100,6.83,100,37,64,74,65,74,72,28,52,Coconut,Red Soil,6.57
Dharmapuri,100,96,100,100,6.75,100,28,63,61,70,68,68,27,60,Guava,Black Soil,13.53
Dharmapuri,89,94,100,94,7.9,97,28,60,57,62,70,68,25,55,Coconut,Alluvial Soil,5.32
Dharmapuri,93,96,99,100,8.04,95,32,69,67,65,65,69,28,71,Maize,Laterite Soil,3.21
Dharmapuri,99,90,93,93,7.94,92,44,73,69,64,70,74,27,67,Maize,Peaty Soil,3.3
Dharmapuri,100,93,98,96,6.85,100,40,73,69,71,71,73,34,65,Sugarcane,Loamy,70.62
Dharmapuri,94,88,100,100,6.7,89,46,72,64,71,73,75,31,56,Maize,Clay,4.28
Dharmapuri,100,100,90,100,6.97,97,47,55,56,55,71,74,29,48,Coconut,Sandy,6.05
Dharmapuri,91,95,100,95,7.56,96,46,56,69,64,62,74,32,52,Groundnut,Red Soil,1.52
Dharmapuri,96,99,99,89,6.56,98,42,71,65,68,72,73,34,51,Maize,Black Soil,3.38
Dharmapuri,88,100,100,88,7.23,100,39,61,60,62,67,70,31,48,Groundnut,Alluvial Soil,1.53
Dharmapuri,100,100,92,100,8.26,100,44,67,64,72,74,64,33,66,Guava,Laterite Soil,12.55
Dharmapuri,91,98,95,89,6.64,100,43,55,72,57,58,70,25,59,Sugarcane,Peaty Soil,84.86
Dharmapuri,89,100,96,96,6.74,100,28,58,60,73,67,69,28,79,Sugarcane,Loamy,72.55
Dharmapuri,100,100,97,94,6.71,100,46,68,72,62,62,71,35,50,Groundnut,Clay,1.55
Dharmapuri,90,94,98,88,8.22,100,44,70,72,66,56,61,25,60,Coconut,Sandy,5.6
Dharmapuri,100,98,97,100,8.12,88,43,66,68,71,75,75,33,76,Guava,Red Soil,10.23
Dharmapuri,100,100,89,100,8.08,91,47,69,73,57,62,65,31,63,Guava,Black Soil,13.56
Dharmapuri,95,90,100,98,6.73,100,33,56,69,61,60,62,25,46,Sugarcane,Alluvial Soil,62.12
Dharmapuri,92,100,100,100,8.29,91,42,65,73,68,68,63,25,51,Millet,Laterite Soil,1.76
Dharmapuri,100,94,100,95,6.73,100,47,66,71,71,69,70,25,68,Guava,Peaty Soil,12.47
Dharmapuri,94,100,100,96,8.1,96,32,75,67,58,72,71,35,66,Maize,Loamy,3.62
Dharmapuri,100,100,91,100,7.06,90,47,59,70,61,70,63,25,51,Mango,Clay,10.22
Dharmapuri,97,89,100,95,8.0,100,41,68,60,63,60,55,35,70,Maize,Sandy,3.6
Dharmapuri,90,89,100,88,8.15,91,46,71,72,70,59,56,27,74,Coconut,Red Soil,5.29
Dharmapuri,96,100,100,100,7.63,100,35,71,61,61,62,65,33,53,Millet,Black Soil,1.95
Dharmapuri,100,100,100,100,7.05,90,34,75,58,65,75,72,33,45,Coconut,Alluvial Soil,5.55
Dharmapuri,90,95,97,100,8.28,100,32,66,68,59,67,60,35,47,Sugarcane,Laterite Soil,66.59
Dharmapuri,100,95,92,93,7.28,100,31,70,59,57,57,65,34,50,Coconut,Peaty Soil,5.52
Dharmapuri,96,100,100,100,7.83,92,37,72,64,62,61,56,24,79,Sugarcane,Loamy,61.18
Dharmapuri,100,90,97,100,7.07,100,30,72,75,60,58,62,26,49,Maize,Clay,3.78
Dharmapuri,100,100,100,100,7.7,94,43,73,60,57,59,64,28,70,Mango,Sandy,9.44
Dharmapuri,95,100,100,100,8.05,100,31,66,64,62,63,67,28,75,Guava,Red Soil,11.74
Dharmapuri,100,100,97,88,7.26,97,44,65,60,66,59,75,25,48,Guava,Black Soil,10.45
Dharmapuri,100,100,89,100,6.63,100,44,73,67,68,73,59,28,66,Coconut,Alluvial Soil,7.16
Dharmapuri,100,100,92,95,8.12,100,45,66,71,69,72,58,27,63,Mango,Laterite Soil,10.62
Dharmapuri,90,94,88,97,8.28,100,37,57,75,74,61,71,27,63,Guava,Peaty Soil,12.71
Dharmapuri,99,91,96,94,6.91,100,47,72,70,70,57,60,26,62,Rice,Loamy,5.95
Dharmapuri,100,100,100,96,7.57,100,42,68,67,72,62,75,29,56,Millet,Clay,2.15
Dharmapuri,90,94,95,88,7.44,100,41,61,63,56,73,75,31,76,Groundnut,Sandy,1.44
Dharmapuri,100,92,96,97,7.09,100,40,57,58,72,55,58,25,76,Coconut,Red Soil,5.83
Dharmapuri,98,92,89,100,6.81,95,46,75,66,70,60,60,26,46,Sugarcane,Black Soil,76.45
Dharmapuri,91,100,100,91,7.88,91,37,62,70,60,58,72,28,68,Groundnut,Alluvial Soil,1.49
Dharmapuri,100,88,89,98,8.4,100,35,60,56,61,73,67,33,61,Rice,Laterite Soil,5.68
Dharmapuri,99,95,94,100,8.29,99,42,67,61,73,70,66,34,60,Sugarcane,Peaty Soil,71.52
Dharmapuri,100,100,95,96,7.04,96,30,66,61,56,70,75,34,55,Millet,Loamy,2.03
Dharmapuri,92,100,94,100,7.95,90,43,56,74,61,72,64,31,64,Guava,Clay,13.86
Dharmapuri,95,100,100,98,6.73,100,30,75,66,63,58,64,32,50,Mango,Sandy,11.05
Dharmapuri,100,100,100,98,6.62,97,44,71,58,74,67,55,33,55,Groundnut,Red Soil,1.51
Dharmapuri,100,100,96,100,6.7,100,30,62,64,58,64,65,24,59,Guava,Black Soil,13.47
Dharmapuri,100,100,100,100,8.17,100,31,65,63,66,62,59,34,65,Guava,Alluvial Soil,11.54
Dharmapuri,100,100,89,89,7.34,100,48,69,61,62,71,66,25,64,Groundnut,Laterite Soil,1.49
Dharmapuri,88,100,100,98,7.2,100,38,64,74,58,73,62,32,65,Millet,Peaty Soil,1.99
Dharmapuri,99,100,94,100,6.85,100,28,58,65,74,58,70,24,51,Mango,Loamy,9.61
Dharmapuri,98,99,100,100,6.74,93,40,67,74,67,74,67,32,53,Rice,Clay,5.92
Dharmapuri,88,91,92,97,7.42,100,47,72,72,55,74,58,24,47,Sugarcane,Sandy,69.97
Dharmapuri,93,98,100,94,7.24,99,35,73,68,58,60,60,25,50,Maize,Red Soil,3.71
Dharmapuri,89,93,88,97,7.91,94,42,62,66,59,60,57,24,45,Groundnut,Black Soil,1.33
Dharmapuri,100,95,97,100,7.95,93,41,71,55,57,55,73,29,68,Mango,Alluvial Soil,9.31
Dharmapuri,89,100,100,97,8.28,100,33,67,72,59,72,75,24,59,Guava,Laterite Soil,10.38
Dharmapuri,100,88,100,100,7.59,90,40,75,74,72,68,71,33,71,Coconut,Peaty Soil,5.47
Dindigul,0,0,2,0,7.67,5,86,11,0,12,0,9,28,53,Rice,Loamy,1.9
Dindigul,0,0,0,0,8.36,0,82,0,8,12,5,1,33,80,Sugarcane,Clay,18.93
Dindigul,3,0,0,0,6.72,8,76,13,0,13,14,6,35,80,Maize,Sandy,1.13
Dindigul,0,0,7,0,8.08,0,76,14,13,4,2,3,30,72,Millet,Red Soil,0.55
Dindigul,5,0,7,0,7.43,0,68,14,3,12,0,10,33,71,Coconut,Black Soil,1.91
Dindigul,0,6,0,0,6.6,0,69,5,5,0,0,3,32,48,Coconut,Alluvial Soil,2.17
Dindigul,0,4,3,0,7.87,1,81,10,14,10,0,0,30,59,Maize,Laterite Soil,1.39
Dindigul,0,2,0,1,7.41,2,80,6,8,1,4,0,25,78,Groundnut,Peaty Soil,0.5
Dindigul,8,0,0,2,7.41,6,75,13,14,9,0,0,28,77,Millet,Loamy,0.58
Dindigul,0,0,5,6,7.1,7,68,10,0,4,4,4,35,61,Mango,Clay,3.71
Dindigul,10,0,0,0,7.16,0,78,0,3,13,10,0,30,62,Guava,Sandy,4.61
Dindigul,7,3,0,0,7.72,3,72,4,3,7,14,5,27,77,Sugarcane,Red Soil,23.23
Dindigul,3,0,0,7,8.28,0,79,5,3,11,1,0,35,66,Sugarcane,Black Soil,21.74
Dindigul,1,0,0,1,7.8,0,76,12,0,10,13,0,30,63,Millet,Alluvial Soil,0.7
Dindigul,0,0,8,0,7.1,4,84,0,12,9,0,9,26,80,Maize,Laterite Soil,1.05
Dindigul,7,1,0,10,8.21,0,71,8,12,5,0,0,28,61,Mango,Peaty Soil,3.6
Dindigul,0,0,0,3,6.83,0,84,0,5,0,6,3,33,58,Guava,Loamy,4.64
Dindigul,0,0,7,2,8.19,0,69,2,5,9,1,4,30,69,Coconut,Clay,2.0
Dindigul,0,0,10,0,7.13,0,83,8,14,10,10,0,35,77,Coconut,Sandy,1.73
Dindigul,0,0,0,9,8.46,10,78,14,4,13,0,0,28,77,Millet,Red Soil,0.51
Dindigul,8,0,0,4,6.77,0,80,4,0,1,11,7,24,78,Maize,Black Soil,0.97
Dindigul,0,0,2,0,7.7,0,77,14,1,9,1,14,24,72,Sugarcane,Alluvial Soil,23.1
Dindigul,6,7,8,10,6.57,6,68,0,2,1,10,12,28,57,Sugarcane,Laterite Soil,26.61
Dindigul,0,0,0,9,8.12,0,75,0,0,0,3,6,29,59,Mango,Peaty Soil,3.15
Dindigul,7,10,7,4,7.4,0,67,0,0,14,7,0,34,54,Guava,Loamy,4.12
Dindigul,2,0,6,9,7.86,0,77,7,0,2,15,15,29,48,Maize,Clay,1.17
Dindigul,0,0,6,0,6.93,0,84,0,9,13,11,0,33,51,Sugarcane,Sandy,24.3
Dindigul,2,0,0,7,7.24,3,71,0,0,0,11,12,28,52,Guava,Red Soil,4.65
Dindigul,3,3,2,0,7.08,0,86,2,14,9,4,7,26,80,Groundnut,Black Soil,0.5
Dindigul,0,2,0,0,7.48,0,71,13,14,0,9,3,31,65,Millet,Alluvial Soil,0.6
Dindigul,0,9,0,0,8.34,4,72,0,0,10,10,9,27,51,Sugarcane,Laterite Soil,22.02
Dindigul,4,3,9,9,6.71,0,71,11,13,3,2,0,34,77,Mango,Peaty Soil,2.82
Dindigul,0,0,0,0,6.99,4,86,4,0,15,7,1,35,72,Maize,Loamy,1.27
Dindigul,5,0,0,0,7.06,5,80,8,0,7,4,0,31,76,Coconut,Clay,2.07
Dindigul,0,6,9,5,7.06,3,66,0,0,1,0,0,24,75,Groundnut,Sandy,0.5
Dindigul,0,0,9,4,7.78,4,68,0,0,5,7,1,35,68,Maize,Red Soil,1.18
Dindigul,1,0,0,8,7.95,0,75,1,14,11,0,13,30,50,Millet,Black Soil,0.58
Dindigul,0,1,4,6,7.85,6,80,0,1,14,5,3,27,72,Coconut,Alluvial Soil,1.77
Dindigul,7,6,0,2,8.07,0,79,3,0,0,0,0,33,60,Groundnut,Laterite Soil,0.5
Dindigul,9,0,4,0,7.26,0,77,13,7,15,0,0,29,79,Rice,Peaty Soil,1.76
Dindigul,0,0,0,0,8.04,9,84,12,11,0,13,0,28,67,Coconut,Loamy,2.01
Dindigul,0,0,6,9,7.39,0,81,11,0,0,0,13,26,72,Maize,Clay,1.2
Dindigul,0,0,10,0,8.16,9,68,7,0,12,3,10,31,54,Sugarcane,Sandy,24.76
Dindigul,0,0,7,0,8.04,9,73,0,0,13,9,15,35,77,Millet,Red Soil,0.51
Dindigul,2,8,0,0,7.91,0,80,0,8,0,0,9,28,80,Groundnut,Black Soil,0.5
Dindigul,3,10,0,9,7.5,0,69,13,15,0,13,4,34,55,Groundnut,Alluvial Soil,0.51
Dindigul,0,8,4,0,8.06,10,66,0,8,3,0,15,29,49,Rice,Laterite Soil,1.74
Dindigul,0,0,3,0,7.53,0,75,6,0,0,3,0,25,79,Sugarcane,Peaty Soil,22.04
Dindigul,0,9,6,1,6.93,5,76,0,0,0,9,3,32,51,Maize,Loamy,1.18
Dindigul,0,0,0,0,6.67,0,80,0,0,0,3,0,35,70,Maize,Clay,1.1
Dindigul,8,0,3,0,8.02,8,72,11,5,7,6,3,24,61,Coconut,Sandy,1.78
Dindigul,3,0,0,0,7.2,0,76,3,14,0,8,0,34,68,Millet,Red Soil,0.59
Dindigul,9,0,5,0,7.71,5,71,13,0,11,11,0,31,50,Rice,Black Soil,1.98
Dindigul,2,0,0,0,8.31,10,69,0,0,6,0,6,27,56,Rice,Alluvial Soil,1.81
Dindigul,4,0,3,9,6.82,4,73,5,5,14,3,10,35,46,Groundnut,Laterite Soil,0.5
Dindigul,1,9,1,0,8.28,0,86,5,11,6,7,0,26,71,Millet,Peaty Soil,0.51
Dindigul,8,5,7,8,7.2,0,66,2,1,15,12,4,24,75,Maize,Loamy,1.06
Dindigul,9,0,9,0,7.14,1,70,13,0,7,4,5,35,50,Groundnut,Clay,0.5
Dindigul,0,9,0,0,7.89,0,75,8,0,0,12,2,32,80,Sugarcane,Sandy,21.54
Dindigul,2,0,0,0,7.57,4,84,0,7,5,0,0,28,50,Sugarcane,Red Soil,22.73
Dindigul,2,4,0,4,7.46,0,67,15,9,2,2,15,33,73,Mango,Black Soil,3.4
Dindigul,10,8,10,0,8.4,0,80,6,0,11,7,12,27,61,Coconut,Alluvial Soil,1.82
Dindigul,5,0,4,8,7.64,0,67,12,0,7,4,0,29,61,Guava,Laterite Soil,4.49
Dindigul,4,3,0,6,8.3,0,73,0,13,3,15,8,28,74,Mango,Peaty Soil,3.07
Erode,11,19,11,25,7.44,10,71,42,42,31,31,43,24,51,Sugarcane,Loamy,23.45
Erode,18,16,9,7,7.09,17,86,37,48,51,49,41,30,64,Maize,Clay,1.29
Erode,7,11,18,18,8.13,21,81,34,48,48,34,31,27,79,Rice,Sandy,1.55
Erode,10,8,19,23,8.18,9,88,44,46,37,47,34,29,75,Maize,Red Soil,1.16
Erode,13,19,7,15,7.93,11,78,34,36,38,46,45,26,54,Mango,Black Soil,3.11
Erode,13,18,25,22,7.11,25,77,35,50,45,41,36,25,65,Mango,Alluvial Soil,3.07
Erode,18,6,20,24,6.75,10,76,32,38,33,51,34,34,71,Maize,Laterite Soil,1.16
Erode,17,25,12,16,7.69,19,77,32,44,50,32,32,30,66,Millet,Peaty Soil,0.66
Erode,22,18,21,7,7.16,8,75,32,41,34,48,40,24,57,Sugarcane,Loamy,26.08
Erode,14,13,8,25,6.92,10,69,31,40,45,35,51,31,51,Sugarcane,Clay,27.62
Erode,13,19,6,20,8.4,19,77,50,32,33,34,40,34,60,Guava,Sandy,3.75
Erode,21,22,16,8,7.54,25,78,50,38,50,31,48,26,52,Groundnut,Red Soil,0.5
Erode,15,6,17,18,7.37,15,87,31,39,31,51,36,32,53,Millet,Black Soil,0.7
Erode,18,18,12,18,7.63,14,77,32,39,32,47,45,33,62,Rice,Alluvial Soil,1.93
Erode,25,6,24,9,7.47,10,70,40,38,49,40,50,31,53,Guava,Laterite Soil,4.47
Erode,25,16,6,8,7.89,15,71,39,41,34,46,49,35,45,Rice,Peaty Soil,1.72
Erode,19,9,8,23,8.12,17,73,44,48,44,50,41,26,49,Millet,Loamy,0.52
Erode,10,12,9,7,8.25,21,75,32,50,38,46,49,30,46,Coconut,Clay,1.94
Erode,25,18,17,15,7.55,13,71,40,33,38,35,32,35,71,Groundnut,Sandy,0.5
Erode,18,26,14,7,7.2,20,80,32,42,37,34,34,27,55,Rice,Red Soil,2.02
Erode,10,11,12,19,7.25,18,78,47,45,39,48,46,32,57,Groundnut,Black Soil,0.57
Erode,8,23,6,9,6.84,22,86,45,32,38,35,34,30,70,Groundnut,Alluvial Soil,0.57
Erode,17,17,26,23,7.35,7,85,35,39,46,41,32,35,52,Groundnut,Laterite Soil,0.5
Erode,11,22,18,15,7.3,6,84,42,41,44,35,46,27,54,Maize,Peaty Soil,1.4
Erode,22,17,20,6,7.35,12,87,43,37,39,49,43,30,51,Groundnut,Loamy,0.57
Erode,13,21,26,19,7.82,7,71,44,35,48,46,32,34,52,Sugarcane,Clay,22.37
Erode,8,15,6,14,6.73,24,71,46,34,39,38,32,25,52,Sugarcane,Sandy,26.27
Erode,9,25,18,15,7.03,14,85,31,44,36,38,43,31,70,Millet,Red Soil,0.61
Erode,23,17,19,9,8.17,18,82,40,51,33,43,49,24,50,Millet,Black Soil,0.5
Erode,20,17,26,13,7.08,11,72,40,39,36,48,48,27,73,Mango,Alluvial Soil,3.03
Erode,26,10,17,7,8.2,18,74,47,38,41,40,38,31,79,Guava,Laterite Soil,3.24
Erode,6,9,10,6,8.32,21,74,32,39,51,35,38,28,71,Sugarcane,Peaty Soil,20.47
Erode,23,8,9,6,8.16,21,70,37,48,36,48,40,30,74,Groundnut,Loamy,0.5
Erode,9,7,11,6,8.06,16,78,48,47,38,42,31,32,47,Rice,Clay,1.67
Erode,25,13,22,22,6.51,11,72,35,39,31,47,48,34,67,Sugarcane,Sandy,26.51
Erode,25,6,17,9,7.9,23,76,36,32,34,49,40,32,72,Guava,Red Soil,3.56
Erode,23,12,19,13,6.75,12,79,48,34,36,44,46,31,69,Groundnut,Black Soil,0.56
Erode,23,26,11,26,7.01,16,86,38,32,51,49,44,33,64,Mango,Alluvial Soil,3.73
Erode,19,7,15,21,8.07,9,75,41,45,33,35,33,33,55,Sugarcane,Laterite Soil,26.05
Erode,14,17,6,20,8.12,6,77,47,41,36,51,43,27,57,Millet,Peaty Soil,0.63
Erode,22,26,19,7,7.69,22,69,33,35,37,44,38,33,52,Rice,Loamy,1.76
Erode,6,16,16,16,7.28,8,70,47,49,51,38,33,30,48,Groundnut,Clay,0.51
Erode,17,16,26,17,8.16,8,83,43,40,32,50,51,33,54,Rice,Sandy,1.77
Erode,25,22,13,13,6.8,20,77,40,46,34,32,44,24,51,Guava,Red Soil,3.71
Erode,21,10,7,9,7.36,22,85,41,34,41,39,51,26,77,Sugarcane,Black Soil,20.23
Erode,17,26,13,18,7.34,20,76,46,31,37,49,47,29,63,Guava,Alluvial Soil,4.18
Erode,7,23,23,18,6.88,19,85,43,48,47,45,47,24,68,Maize,Laterite Soil,1.15
Erode,12,25,19,16,8.37,8,85,51,48,41,40,38,33,64,Groundnut,Peaty Soil,0.5
Erode,18,26,14,23,8.46,19,85,33,38,45,51,44,34,46,Groundnut,Loamy,0.5
Erode,21,8,8,14,8.09,18,70,50,47,35,48,37,30,62,Maize,Clay,1.23
Erode,14,8,17,10,6.56,14,88,45,40,36,42,40,34,75,Sugarcane,Sandy,21.88
Erode,22,20,22,6,8.11,20,73,43,33,33,32,39,25,61,Groundnut,Red Soil,0.51
Erode,22,18,7,10,8.21,9,80,33,34,40,50,36,26,68,Maize,Black Soil,1.14
Erode,9,25,8,17,7.67,13,86,37,34,44,42,38,26,74,Rice,Alluvial Soil,1.55
Erode,7,25,21,19,8.2,7,73,44,40,44,44,44,33,55,Mango,Laterite Soil,3.22
Erode,16,12,8,22,7.22,9,76,31,33,32,50,46,30,70,Millet,Peaty Soil,0.69
Erode,7,26,7,18,7.19,18,80,40,46,41,41,44,31,61,Mango,Loamy,3.58
Erode,9,7,6,24,7.9,25,89,42,40,35,46,47,29,57,Sugarcane,Clay,25.03
Erode,16,25,14,10,7.39,25,79,37,38,50,44,31,26,48,Sugarcane,Sandy,22.86
Erode,9,18,8,10,8.07,9,89,32,51,33,50,44,32,77,Groundnut,Red Soil,0.5
Erode,17,18,15,25,7.5,25,82,38,51,35,47,40,35,50,Rice,Black Soil,1.76
Erode,9,21,9,6,7.58,8,73,41,32,50,41,47,30,64,Sugarcane,Alluvial Soil,26.69
Erode,20,12,17,24,7.6,7,74,41,46,42,31,41,30,56,Guava,Laterite Soil,4.87
Erode,14,25,7,19,7.4,21,87,35,38,41,46,48,29,54,Coconut,Peaty Soil,2.43
Kallakurichi,5,0,0,0,8.11,7,47,41,48,48,42,47,25,70,Guava,Loamy,3.9
Kallakurichi,1,7,0,1,7.96,10,40,51,34,51,45,51,35,50,Coconut,Clay,1.83
Kallakurichi,0,0,0,2,7.4,0,33,35,39,36,37,45,35,57,Sugarcane,Sandy,23.18
Kallakurichi,0,0,0,5,8.44,7,40,33,43,46,39,32,32,75,Coconut,Red Soil,1.71
Kallakurichi,0,0,6,9,8.08,0,30,50,47,52,49,34,27,53,Rice,Black Soil,1.63
Kallakurichi,0,0,0,0,7.11,0,33,44,35,34,51,47,35,74,Sugarcane,Alluvial Soil,23.4
Kallakurichi,0,0,0,0,7.78,0,36,38,49,34,49,43,28,76,Millet,Laterite Soil,0.61
Kallakurichi,0,1,2,0,7.36,7,46,35,44,38,52,36,31,62,Mango,Peaty Soil,3.51
Kallakurichi,9,4,4,0,6.82,5,41,42,32,35,45,38,27,67,Coconut,Loamy,2.16
Kallakurichi,7,7,2,5,6.74,5,33,41,37,45,35,42,29,78,Mango,Clay,3.37
Kallakurichi,0,2,0,3,7.55,0,48,50,40,36,38,48,33,56,Coconut,Sandy,2.11
Kallakurichi,0,10,5,7,7.83,0,37,33,49,34,51,36,32,71,Guava,Red Soil,4.2
Kallakurichi,0,0,3,2,7.69,0,32,33,33,32,51,35,30,69,Millet,Black Soil,0.66
Kallakurichi,5,0,4,10,7.76,0,31,32,34,41,45,50,28,77,Coconut,Alluvial Soil,1.95
Kallakurichi,1,0,0,0,7.36,0,34,50,39,42,34,32,27,65,Millet,Laterite Soil,0.68
Kallakurichi,5,0,0,10,6.55,0,29,43,43,42,40,34,26,63,Groundnut,Peaty Soil,0.5
Kallakurichi,9,6,0,0,8.21,8,31,46,42,36,38,44,35,80,Millet,Loamy,0.5
Kallakurichi,0,10,3,3,7.62,3,47,32,52,42,34,52,29,61,Guava,Clay,4.51
Kallakurichi,0,2,0,0,8.1,0,46,48,51,40,32,46,24,79,Sugarcane,Sandy,17.4
Kallakurichi,7,5,8,0,7.61,3,37,50,46,45,32,37,25,51,Rice,Red Soil,1.66
Kallakurichi,0,9,0,0,7.81,0,48,36,36,44,45,51,29,46,Sugarcane,Black Soil,24.69
Kallakurichi,6,8,7,5,8.2,1,32,47,51,41,40,44,33,72,Mango,Alluvial Soil,3.19
